,feature,feature_spellcheck
24439,spokesman,spokesman
24440,spokesperson,-1
24441,spokeswoman,spokesman
24442,spoking,smoking
24443,sponge,sponge
24444,spongebob,-1
24445,sponsor,sponsor
24446,sponsorship,sponsorship
24447,sponsorships,sponsorship
24448,spontaneous,spontaneous
24449,spontaneously,spontaneously
24450,spook,-1
24451,spooky,-1
24452,spoon,spoon
24453,sporadic,sporadic
24454,sporadically,-1
24455,sport,sport
24456,sportsbar,sportsman
24457,sportswear,-1
24458,spot,spot
24459,spotter,spotted
24460,spotty,-1
24461,spouse,spouse
24462,spouses,spouse
24463,spout,-1
24464,spp,pp
24465,sprawl,scrawl
24466,spray,spray
24467,sprayers,prayers
24468,spread,spread
24469,spree,spree
24470,spring,spring
24471,springiness,stinginess
24472,sprinkle,sprinkle
24473,sprinkler,sprinkled
24474,sprint,-1
24475,sprout,sprout
24476,spso,so
24477,sptbzoyinypd,-1
24478,spur,spur
24479,spurt,-1
24480,spy,spy
24481,sq,sq
24482,sqcyydmore,-1
24483,sqkm,-1
24484,squabble,stubble
24485,squad,squad
24486,squadron,squadron
24487,squads,squad
24488,squalid,squalid
24489,squall,-1
24490,squally,equally
24491,squalor,-1
24492,squan,-1
24493,square,square
24494,squarely,squarely
24495,squash,square
24496,squat,squat
24497,squatter,squatter
24498,squatters,squatters
24499,squeeze,squeeze
24500,squirrels,squirrel
24501,sr,-1
24502,sragen,-1
24503,srahdjkn,-1
24504,src,sac
24505,srednekolymsk,-1
24506,srelekha,-1
24507,sri,sir
24508,srinagar,-1
24509,srisatchal,-1
24510,srivastava,-1
24511,srpska,-1
24512,srrc,-1
24513,srsa,-1
24514,srsg,-1
24515,srslynew,-1
24516,srslytho,-1
24517,srso,so
24518,srt,-1
24519,srtfkhtgwell,-1
24520,ss,-1
24521,ssad,sad
24522,ssassinscreed,-1
24523,ssbtb,-1
24524,ssdc,side
24525,ssf,-1
24526,ssim,-1
24527,sskj,-1
24528,ssn,-1
24529,sso,so
24530,ssp,-1
24531,sst,-1
24532,ssts,-1
24533,st,st
24534,sta,sta
24535,staatz,state
24536,stabilisation,sterilisation
24537,stabilise,-1
24538,stability,stability
24539,stabilization,-1
24540,stabilize,stability
24541,stabilizers,-1
24542,stable,stable
24543,stablished,established
24544,stack,-1
24545,stadium,stadium
24546,staff,staff
24547,staffer,-1
24548,staffers,suffers
24549,stag,stag
24550,stage,stage
24551,stagger,stagger
24552,stagnant,stagnant
24553,stagnate,-1
24554,stagnation,stagnation
24555,stain,stain
24556,stainless,painless
24557,stairs,stairs
24558,stairwell,-1
24559,stairwells,-1
24560,stake,stake
24561,stakeholder,-1
24562,stakeholders,slaveholders
24563,stale,stale
24564,stalemate,-1
24565,stalk,stalk
24566,stall,stall
24567,stallions,stallions
24568,stamford,stanford
24569,stamp,stamp
24570,stampede,stampede
24571,stan,-1
24572,stance,stance
24573,stand,stand
24574,standard,standard
24575,standards,standards
24576,standby,stand
24577,standoff,-1
24578,standpipe,-1
24579,standstill,standstill
24580,stanley,stanley
24581,staphylococcus,staphylococcus
24582,staple,staple
24583,staplers,staples
24584,star,star
24585,starbucks,-1
24586,starch,starch
24587,stark,stark
24588,start,start
24589,starter,started
24590,starvation,starvation
24591,starve,starve
24592,starvin,starving
24593,stasera,-1
24594,stash,-1
24595,state,state
24596,statement,statement
24597,statements,statements
24598,staten,-1
24599,statenisland,-1
24600,static,static
24601,statins,-1
24602,station,station
24603,stationary,stationary
24604,statistical,statistical
24605,statistics,statistics
24606,statues,statues
24607,status,status
24608,statuses,-1
24609,statutes,statutes
24610,stavation,starvation
24611,stave,-1
24612,stay,stay
24613,stayin,-1
24614,staystrong,-1
24615,stbjokikeffects,-1
24616,ste,-1
24617,steadfast,steadfast
24618,steadily,steadily
24619,steady,steady
24620,steal,steal
24621,stealers,steamers
24622,steam,steam
24623,steamboats,steamboats
24624,stebantavares,-1
24625,steduto,-1
24626,steel,steel
24627,steep,steep
24628,steer,steer
24629,steet,-1
24630,stel,step
24631,stem,stem
24632,stemborer,-1
24633,stench,stench
24634,stengt,-1
24635,stengthen,strengthen
24636,step,step
24637,stepfather,stepfather
24638,steph,-1
24639,stephen,stephen
24640,stephenathome,-1
24641,stephens,stephens
24642,stephia,-1
24643,steppe,steppe
24644,steppes,steppes
24645,sterile,sterile
24646,sterilisations,sterilisation
24647,sterilise,sterilise
24648,sterilization,sterilisation
24649,sterilize,sterilise
24650,sterilizer,steriliser
24651,steroids,-1
24652,stessy,steps
24653,steung,stung
24654,steve,steve
24655,stevenfurtick,-1
24656,stevenjaye,-1
24657,stevens,stevens
24658,stew,stew
24659,stfu,-1
24660,sthiti,-1
24661,sthqh,shah
24662,sti,-1
24663,stick,stick
24664,stiffness,stiffness
24665,stifle,stifle
24666,stigma,stroma
24667,stigmante,stigmata
24668,stil,still
24669,stilfontein,-1
24670,still,still
24671,stilllaughing,-1
24672,stilt,still
24673,stilted,tilted
24674,stilts,-1
24675,stimulate,stimulate
24676,stimulation,stimulation
24677,stimulus,stimulus
24678,sting,sting
24679,stink,stink
24680,stinky,-1
24681,stipulate,-1
24682,stir,stir
24683,stitch,stitch
24684,stock,stock
24685,stockholders,stockholders
24686,stockholm,-1
24687,stockpile,-1
24688,stockupo,-1
24689,stodsports,-1
24690,stoically,socially
24691,stoke,stoke
24692,stoling,storing
24693,stomach,stomach
24694,stomachache,-1
24695,stomack,stomach
24696,stomatitis,stomatitis
24697,stone,stone
24698,stonewall,-1
24699,stool,stool
24700,stop,stop
24701,stopover,stoper
24702,storage,storage
24703,storages,storage
24704,store,store
24705,storeman,foreman
24706,storey,story
24707,storied,storied
24708,stories,stories
24709,storm,storm
24710,stormageddon,-1
24711,stormchasers,-1
24712,stormdear,-1
24713,stormi,storm
24714,stormofthecentury,-1
24715,stormpart,-1
24716,stormpersonal,-1
24717,stormsandy,-1
24718,stormsurge,-1
24719,stormteam,-1
24720,stormwater,-1
24721,stormy,stormy
24722,story,story
24723,stout,stout
24724,stover,-1
24725,stoves,stoves
24726,stowage,storage
24727,stps,steps
24728,stqkmxmr,-1
24729,stra,-1
24730,straddle,saddle
24731,strafe,strife
24732,straight,straight
24733,straighten,straighten
24734,straightforward,straightforward
24735,strain,strain
24736,straits,straits
24737,strand,strand
24738,strange,strange
24739,strangers,strangers
24740,strap,strap
24741,strasts,straits
24742,strategic,strategic
24743,strategically,strategically
24744,strategies,strategics
24745,strategists,strategist
24746,strategize,strategic
24747,strategy,strategy
24748,stratford,stanford
24749,stratovolcano,-1
24750,stratton,station
24751,straw,straw
24752,strawberries,strawberries
24753,stray,stray
24754,stre,-1
24755,streak,streak
24756,stream,stream
24757,streamflow,-1
24758,streer,street
24759,strees,-1
24760,street,street
24761,streetchildren,-1
24762,streete,street
24763,streetfalaise,-1
24764,streetlights,-1
24765,streets,streets
24766,streetstormwatch,-1
24767,strengh,strength
24768,strenght,strength
24769,strength,strength
24770,strengthen,strengthen
24771,stress,stress
24772,stressfactorycc,-1
24773,stressful,distressful
24774,stretch,stretch
24775,stretchered,-1
24776,stretchers,stretchers
24777,strew,-1
24778,stricken,stricken
24779,strict,strict
24780,strictest,strictest
24781,strictly,strictly
24782,strictures,structures
24783,stride,stride
24784,strife,strife
24785,striga,-1
24786,strike,strike
24787,striken,-1
24788,string,string
24789,strip,strip
24790,strive,strive
24791,stro,sero
24792,stroganoff,-1
24793,stroke,stroke
24794,stroll,stroll
24795,stroller,strolled
24796,stromy,-1
24797,strong,strong
24798,stronger,stronger
24799,strongest,strongest
24800,stronghold,stronghold
24801,strongholds,strongholds
24802,strongly,strongly
24803,strongmen,stronger
24804,strongyankeegamecocks,-1
24805,stru,strut
24806,structural,structural
24807,structurally,structurally
24808,structure,structure
24809,struggle,struggle
24810,strving,-1
24811,stubble,stubble
24812,stud,stud
24813,student,student
24814,students,students
24815,studio,studio
24816,studnt,student
24817,study,study
24818,stuff,stuff
24819,stufn,stuff
24820,stuggling,struggling
24821,stumble,stumble
24822,stumptowncoffee,-1
24823,stun,sun
24824,stunner,stunned
24825,stunt,-1
24826,stupid,stupid
24827,stupidities,-1
24828,stupids,stupid
24829,stupidsandy,-1
24830,stupidzachary,-1
24831,stuping,-1
24832,sturdied,studied
24833,sturdy,sturdy
24834,stuyvesant,stuyvesant
24835,stvs,-1
24836,styeo,-1
24837,style,style
24838,stylist,stylish
24839,styrofoam,-1
24840,su,-1
24841,suakoko,-1
24842,suao,-1
24843,suarez,-1
24844,suas,-1
24845,suavemarci,-1
24846,sub,sub
24847,subang,-1
24848,subcontinent,-1
24849,subdistrict,-1
24850,subdistricts,-1
24851,subdivide,-1
24852,subducted,-1
24853,subducting,-1
24854,subduction,-1
24855,subdue,subdue
24856,subequently,subsequently
24857,suberged,submerged
24858,subgrant,-1
24859,subhiana,-1
24860,subhuman,-1
24861,subject,subject
24862,subjugate,-1
24863,submarine,submarine
24864,submerge,submerged
24865,submergence,-1
24866,submersible,-1
24867,submersion,subversion
24868,submit,submit
24869,subnational,-1
24870,subnormal,subnormal
24871,subregion,-1
24872,subregional,-1
24873,subregionally,-1
24874,subscribe,subscribe
24875,subscription,subscription
24876,subsea,sunset
24877,subsequent,subsequent
24878,subsequently,subsequently
24879,subside,subside
24880,subsidence,subsistence
24881,subsidiaries,-1
24882,subsidiary,subsidiary
24883,subsidies,subsidies
24884,subsidise,subsidies
24885,subsidize,subsidized
24886,subsidy,subsidy
24887,subsist,subsist
24888,subsistance,subsistence
24889,subsistence,subsistence
24890,subsistent,subsistence
24891,subsoil,-1
24892,substance,substance
24893,substances,substances
24894,substandard,-1
24895,substantial,substantial
24896,substantially,substantially
24897,substation,-1
24898,substations,-1
24899,substitute,substitute
24900,substitution,substitution
24901,substrates,-1
24902,subsurface,-1
24903,subtropical,-1
24904,subtropics,-1
24905,subtypes,-1
24906,subukia,-1
24907,suburb,suburb
24908,suburban,suburban
24909,suburbs,suburbs
24910,subvention,subjection
24911,subversion,subversion
24912,subversive,subversive
24913,subvert,subvert
24914,subway,subways
24915,subways,subways
24916,subzero,subvert
24917,sucahyo,-1
24918,succeed,succeed
24919,succes,success
24920,succesful,successful
24921,succesfully,successfully
24922,success,success
24923,successes,successes
24924,successful,successful
24925,successfully,successfully
24926,succession,succession
24927,successive,successive
24928,succinctly,succinct
24929,succor,succor
24930,succumb,succumb
24931,sucede,secede
24932,suck,suck
24933,sucker,sucked
24934,suckitsandy,-1
24935,sucre,sure
24936,suction,suction
24937,sud,-1
24938,sudan,sudan
24939,sudanese,-1
24940,sudden,sudden
24941,suddenly,suddenly
24942,suddenness,suddenness
24943,suddently,suddenly
24944,sudscribe,subscribe
24945,suduwella,-1
24946,sue,sue
24947,suel,-1
24948,suena,buena
24949,suf,-1
24950,sufering,suffering
24951,suffer,suffer
24952,sufferers,sufferer
24953,sufficiency,sufficiency
24954,sufficient,sufficient
24955,sufficiently,sufficiently
24956,suffocate,-1
24957,suffocation,suffocation
24958,suffrage,suffrage
24959,suffuring,suffering
24960,sufian,-1
24961,sugar,sugar
24962,sugarcane,-1
24963,sugary,sugary
24964,suggest,suggest
24965,suggestion,suggestion
24966,suggestions,suggestions
24967,sughdar,sugar
24968,sugiharto,-1
24969,suhardjono,-1
24970,suhbat,-1
24971,suichuan,-1
24972,suicide,suicide
24973,suining,shining
24974,suisse,cuisse
24975,suit,suit
24976,suitable,suitable
24977,suitcases,suitcase
24978,suite,suite
24979,sujawal,-1
24980,suka,-1
24981,sukamto,-1
24982,sukanya,-1
24983,sukapura,-1
24984,sukarman,-1
24985,sukarno,-1
24986,sukchon,schon
24987,sukhbaatar,-1
24988,sukhumbhand,-1
24989,sukkar,sugar
24990,sukkur,-1
24991,sukorambi,-1
24992,sukorejo,-1
24993,sul,-1
24994,sulawesi,-1
24995,sulfate,surface
24996,sulfide,-1
24997,sulfur,suffer
24998,sulfure,-1
24999,sulfuric,sulphuric
25000,sulllydude,-1
25001,sulphate,sulphate
25002,sulphide,sulphide
25003,sulphuric,sulphuric
25004,sultan,sultan
25005,sultry,sultry
25006,sulutation,salutation
25007,suly,-1
25008,sum,sum
25009,sumatera,sumter
25010,sumatra,suvara
25011,sumatran,-1
25012,sumber,number
25013,sumberbaru,-1
25014,sumgait,summit
25015,sumgarh,sugar
25016,sumitomo,-1
25017,summ,sum
25018,summaries,-1
25019,summarily,summarily
25020,summarise,summarise
25021,summarize,summarize
25022,summary,summary
25023,summer,summer
25024,summit,summit
25025,summon,summon
25026,sumps,-1
25027,sumra,supra
25028,sun,sun
25029,sunamia,-1
25030,sunan,susan
25031,sunburn,sunburnt
25032,sunda,sunday
25033,sundaicus,-1
25034,sundarbans,-1
25035,sunday,sunday
25036,sundays,sundays
25037,sunflower,sunflower
25038,sungai,-1
25039,sungnpbr,-1
25040,sunkoshi,-1
25041,sunlight,sunlight
25042,sunn,-1
25043,sunnis,-1
25044,sunny,sunny
25045,sunrise,sunrise
25046,sunsari,sensori
25047,sunset,sunset
25048,sunshine,sunshine
25049,sunshineandrainbows,-1
25050,sunspot,-1
25051,sunstroke,-1
25052,sup,sup
25053,super,super
25054,superbrancher,-1
25055,supercereal,-1
25056,supercyclone,-1
25057,superficial,superficial
25058,superfoodtown,-1
25059,superheated,-1
25060,superintendent,superintendent
25061,supermarket,supermarket
25062,supermarkets,supermarket
25063,supermoon,-1
25064,superstar,-1
25065,superstitions,superstitions
25066,superstitious,superstitious
25067,superstorm,-1
25068,superstormtaketwo,-1
25069,superstormyou,-1
25070,superstructure,-1
25071,supertanker,-1
25072,supertyphoon,-1
25073,supervis,supervise
25074,supervise,supervise
25075,supervision,supervision
25076,supervisor,supervisor
25077,supervisors,supervisors
25078,suphan,-1
25079,supose,suppose
25080,supper,supper
25081,supplement,supplement
25082,supplemental,-1
25083,supplementary,supplementary
25084,supplementation,-1
25085,supplication,supplication
25086,supplier,supplier
25087,suppliers,suppliers
25088,supplis,supplies
25089,supply,supply
25090,supponting,supporting
25091,support,support
25092,supporter,supporter
25093,supporters,supporters
25094,supportive,-1
25095,suppose,suppose
25096,supposedly,supposedly
25097,suppress,suppress
25098,suppressant,suppressing
25099,suppression,suppression
25100,suppuration,suppuration
25101,supremacy,supremacy
25102,supreme,supreme
25103,suqian,-1
25104,sur,sur
25105,surabaya,-1
25106,surat,murat
25107,surburbs,suburbs
25108,sure,sure
25109,surely,surely
25110,surf,surf
25111,surface,surface
25112,surfaid,surface
25113,surge,surge
25114,surgeon,surgeon
25115,surgeons,surgeons
25116,surgeries,forgeries
25117,surgery,surgery
25118,surgical,surgical
25119,surin,sirin
25120,surjani,-1
25121,surkhakhi,-1
25122,surkhnadrya,-1
25123,surmise,surmise
25124,surmountable,-1
25125,surnamis,surnames
25126,surono,strong
25127,surpass,surplus
25128,surplus,surplus
25129,surpluses,surplus
25130,surprise,surprise
25131,surprisingly,surprisingly
25132,surreal,-1
25133,surrender,surrender
25134,surround,surround
25135,surveilance,-1
25136,surveillance,-1
25137,survey,survey
25138,surveyors,surveyors
25139,surviors,-1
25140,survirors,survivor
25141,survival,survival
25142,survivalkit,-1
25143,survive,survive
25144,surviver,-1
25145,survivor,survivor
25146,survivors,survivor
25147,survivre,survive
25148,surya,-1
25149,susan,susan
25150,susceptible,susceptible
25151,suscribe,subscribe
25152,sushil,tushin
25153,sushma,sasha
25154,susilo,busily
25155,susoh,such
25156,suspect,suspect
25157,suspend,suspend
25158,suspense,suspense
25159,suspension,suspension
25160,suspicion,suspicion
25161,suspicions,suspicions
25162,suspicious,suspicious
25163,sustain,sustain
25164,sustainability,-1
25165,sustainable,-1
25166,sustainably,-1
25167,sustenance,sustenance
25168,sutlej,sutler
25169,suture,suture
25170,suu,-1
25171,suv,-1
25172,suvivors,-1
25173,suvzac,-1
25174,suwit,suit
25175,suzanne,-1
25176,suzerains,-1
25177,sv,-1
25178,svennson,-1
25179,svkmtzkh,-1
25180,svp,-1
25181,sw,-1
25182,swab,swab
25183,swaf,-1
25184,swales,-1
25185,swalim,-1
25186,swallow,swallow
25187,swamp,swamp
25188,swamplands,-1
25189,swampy,-1
25190,swap,swap
25191,swapo,swap
25192,swaraj,-1
25193,swarankhola,-1
25194,swarm,swarm
25195,swat,-1
25196,swath,swash
25197,swathe,state
25198,swaths,states
25199,swati,-1
25200,sway,sway
25201,swayinglike,-1
25202,swaziland,-1
25203,swd,sad
25204,swear,swear
25205,sweat,sweat
25206,sweater,-1
25207,sweaters,-1
25208,sweatpants,-1
25209,sweatshirts,-1
25210,sweaty,sweat
25211,sweden,sweden
25212,swedish,swedish
25213,sweep,sweep
25214,sweepin,sweeping
25215,sweet,sweet
25216,sweeter,sweeter
25217,sweeterynyc,-1
25218,sweetheart,sweetheart
25219,sweetie,-1
25220,sweetpotato,-1
25221,sweety,sweet
25222,swell,swell
25223,swelter,shelter
25224,swfsuggestions,-1
25225,swift,swift
25226,swiftly,swiftly
25227,swim,swim
25228,swine,swine
25229,swing,swing
25230,swipe,wipe
25231,swirl,-1
25232,swiss,swiss
25233,swissjourno,-1
25234,switch,switch
25235,switchback,-1
25236,switchboards,-1
25237,switchgear,-1
25238,switzerland,switzerland
25239,swre,-1
25240,swstheband,-1
25241,sxkikgtntree,-1
25242,sy,-1
25243,syans,sans
25244,syarikat,-1
25245,syberspace,-1
25246,syclone,-1
25247,syd,sad
25248,sydney,sydney
25249,syed,-1
25250,syedabad,-1
25251,syedan,sedan
25252,sylab,slab
25253,sylhet,stylet
25254,sylvio,sylvis
25255,symbol,symbol
25256,symbolically,-1
25257,symbols,symbols
25258,sympathizers,sympathizers
25259,sympathy,sympathy
25260,symposium,-1
25261,symptom,symptom
25262,symptomatic,-1
25263,symptoms,symptoms
25264,synchronous,synchronously
25265,syndicate,indicate
25266,syndrome,syndrome
25267,synergies,energies
25268,syntax,santa
25269,synthetic,-1
25270,syphilis,syphilis
25271,syr,sir
25272,syria,syria
25273,syrian,syrian
25274,syrians,syrian
25275,syringe,syringe
25276,syrup,syrupy
25277,syrups,syrupy
25278,system,system
25279,systematic,systematic
25280,systematically,systematically
25281,systemic,system
25282,systems,systems
25283,systemwide,-1
25284,ta,ta
25285,tab,-1
25286,taba,tafa
25287,tabah,table
25288,tabahi,-1
25289,taban,-1
25290,tabar,tabor
25291,tabare,-1
25292,tabarre,barre
25293,tabha,tasha
25294,tabitoo,tattoo
25295,table,table
25296,tableland,-1
25297,tablet,tablet
25298,tablets,tablets
25299,tabs,-1
25300,tacc,tact
25301,tacheng,-1
25302,tachilek,tactile
25303,tack,tack
25304,tackle,tackle
25305,tacna,anna
25306,taco,tact
25307,tacri,-1
25308,tactic,tactic
25309,tactical,tactical
25310,tactics,tactics
25311,tadad,-1
25312,tadesse,-1
25313,tadu,-1
25314,tadvisor,adviser
25315,taean,-1
25316,tafragam,-1
25317,tafren,taken
25318,tag,tag
25319,tagana,-1
25320,tagant,-1
25321,tah,-1
25322,taher,taper
25323,tahlay,allay
25324,tahnk,thank
25325,tahns,-1
25326,tahoua,thou
25327,tahrir,their
25328,tahseel,tassel
25329,tahsel,tassel
25330,tahsil,tail
25331,taht,that
25332,taiba,-1
25333,taichung,-1
25334,taifer,-1
25335,taiga,-1
25336,taihu,tail
25337,tail,tail
25338,taille,-1
25339,tailleuir,-1
25340,tailor,tailor
25341,taint,taint
25342,taipei,-1
